defaulted,loan_amnt,term,int_rate,sub_grade,dti,fico,pub_rec,emp_length,home_ownership,verification_status,addr_state,annual_inc,issue_yr
False,30750.0,60 months,19.91,E4,19.42,695.0,0,10+ years,RENT,Verified,OH,65000,2011
False,6000.0,36 months,12.42,B4,21.64,685.0,0,< 1 year,RENT,Source Verified,IL,30000,2011
True,5000.0,36 months,15.96,C5,23.47,660.0,0,4 years,RENT,Source Verified,NY,41000,2011
False,33600.0,60 months,20.3,E5,13.56,695.0,0,2 years,MORTGAGE,Not Verified,GA,240000,2011
False,10000.0,36 months,10.65,B2,9.47,715.0,0,10+ years,MORTGAGE,Not Verified,CT,48000,2011
True,16800.0,60 months,16.77,D2,20.57,705.0,0,8 years,MORTGAGE,Source Verified,GA,55000,2011
True,22000.0,60 months,14.65,C3,27.9,730.0,0,10+ years,MORTGAGE,Verified,PA,85500,2011
True,10800.0,36 months,7.51,A3,16.59,740.0,0,10+ years,RENT,Source Verified,OK,75000,2011
False,7200.0,36 months,10.65,B2,24.55,690.0,0,10+ years,RENT,Not Verified,FL,50000,2011
False,10625.0,36 months,14.27,C2,14.74,680.0,0,10+ years,MORTGAGE,Not Verified,VA,25000,2011
True,5000.0,36 months,15.96,C5,2.43,660.0,0,1 year,RENT,Source Verified,NY,35000,2011
False,10000.0,36 months,15.27,C4,21.39,675.0,0,8 years,RENT,Not Verified,MA,49639,2011
False,5000.0,36 months,13.49,C1,23.5,680.0,0,6 years,RENT,Not Verified,CA,40752,2011
False,8400.0,36 months,6.62,A2,1.84,740.0,0,1 year,MORTGAGE,Source Verified,AL,62000,2011
True,25000.0,60 months,18.64,E1,5.81,735.0,0,10+ years,RENT,Source Verified,CA,50000,2011
False,24000.0,60 months,17.58,D4,20.48,700.0,0,< 1 year,RENT,Source Verified,CA,72000,2011
False,4800.0,36 months,7.9,A4,10.74,730.0,0,4 years,RENT,Source Verified,CA,95000,2011
True,14000.0,36 months,14.65,C3,25.97,765.0,0,10+ years,MORTGAGE,Verified,OK,78000,2011
False,7000.0,36 months,13.49,C1,23.6,675.0,0,10+ years,MORTGAGE,Verified,CA,125000,2011
False,15000.0,36 months,16.77,D2,16.13,665.0,0,3 years,RENT,Verified,CA,50000,2011
False,13000.0,36 months,12.42,B4,7.77,705.0,0,7 years,RENT,Not Verified,CO,38000,2011
False,30000.0,36 months,14.27,C2,13.93,715.0,0,1 year,MORTGAGE,Verified,CA,125000,2011
False,6400.0,36 months,8.9,A5,9.26,705.0,0,4 years,RENT,Not Verified,VA,32000,2011
False,5650.0,36 months,9.91,B1,17.29,710.0,0,10+ years,RENT,Verified,GA,51000,2011
False,7000.0,36 months,7.51,A3,25.56,730.0,0,7 years,RENT,Not Verified,WA,60000,2011
False,8500.0,36 months,11.71,B3,18.43,690.0,0,3 years,RENT,Source Verified,CA,25000,2011
False,28000.0,60 months,15.96,C5,8.32,735.0,0,3 years,MORTGAGE,Verified,WI,60000,2011
False,7000.0,36 months,7.51,A3,16.72,720.0,0,6 years,RENT,Source Verified,CA,37740,2011
False,30000.0,60 months,20.89,F1,14.6,680.0,0,5 years,MORTGAGE,Verified,AZ,96000,2011
False,20000.0,36 months,12.69,B5,21.3,685.0,0,2 years,RENT,Verified,CA,94500,2011
False,6000.0,36 months,14.27,C2,21.94,670.0,0,10+ years,RENT,Not Verified,CA,32000,2011
False,10000.0,36 months,7.9,A4,15.12,765.0,0,9 years,MORTGAGE,Source Verified,WI,72000,2011
False,12000.0,36 months,7.9,A4,18.2,725.0,0,5 years,RENT,Not Verified,NJ,100000,2011
False,12500.0,60 months,21.28,F2,5.48,700.0,0,< 1 year,MORTGAGE,Source Verified,CA,100000,2011
False,16450.0,60 months,17.27,D3,24.85,690.0,0,6 years,RENT,Verified,OH,38000,2011
False,2500.0,36 months,15.27,C4,21.61,665.0,0,< 1 year,RENT,Source Verified,HI,39420,2011
False,6200.0,36 months,7.9,A4,7.6,715.0,0,< 1 year,OWN,Source Verified,FL,15000,2011
False,12000.0,36 months,12.69,B5,22.66,695.0,0,10+ years,RENT,Verified,NJ,62000,2011
False,10000.0,36 months,14.27,C2,4.93,690.0,0,2 years,RENT,Not Verified,TX,45000,2011
False,4800.0,36 months,16.29,D1,16.72,660.0,0,10+ years,OWN,Verified,MN,30000,2011
False,17050.0,36 months,12.69,B5,20.84,710.0,0,7 years,MORTGAGE,Verified,CA,60000,2011
False,12700.0,36 months,14.27,C2,10.07,680.0,0,3 years,RENT,Verified,FL,23000,2011
False,35000.0,60 months,19.91,E4,10.9,695.0,0,5 years,MORTGAGE,Verified,CO,110000,2011
True,12000.0,60 months,20.3,E5,14.65,665.0,0,5 years,MORTGAGE,Source Verified,VA,48000,2011
False,15000.0,60 months,19.91,E4,20.82,665.0,0,2 years,RENT,Verified,OH,48000,2011
False,24000.0,60 months,19.03,E2,17.67,690.0,0,< 1 year,RENT,Verified,TX,70000,2011
False,35000.0,60 months,19.42,E3,16.72,705.0,0,10+ years,MORTGAGE,Verified,NV,185000,2011
False,11200.0,36 months,17.27,D3,14.07,695.0,0,2 years,RENT,Not Verified,NV,36840,2011
False,7000.0,36 months,11.71,B3,24.24,705.0,0,10+ years,RENT,Verified,FL,50000,2011
False,6200.0,60 months,19.42,E3,11.35,675.0,0,8 years,RENT,Source Verified,VA,55000,2011
False,20000.0,60 months,15.96,C5,23.54,705.0,0,10+ years,MORTGAGE,Verified,CA,60000,2011
True,35000.0,60 months,23.91,G4,21.92,680.0,0,10+ years,RENT,Verified,MD,81500,2011
False,12000.0,36 months,16.77,D2,11.78,665.0,0,10+ years,RENT,Verified,NY,48000,2011
False,8500.0,60 months,20.3,E5,10.6,675.0,0,6 years,RENT,Verified,NJ,82000,2011
False,12000.0,36 months,6.62,A2,9.89,735.0,0,8 years,RENT,Not Verified,MN,45000,2011
False,12000.0,60 months,13.49,C1,24.82,700.0,0,9 years,RENT,Verified,CA,50000,2011
True,20000.0,60 months,17.27,D3,23.08,690.0,0,10+ years,RENT,Source Verified,CA,56508,2011
False,10400.0,36 months,13.49,C1,22.62,685.0,0,1 year,RENT,Verified,NY,57460,2011
False,5000.0,36 months,12.69,B5,12.87,705.0,0,2 years,RENT,Source Verified,FL,60400,2011
False,8400.0,36 months,17.27,D3,12.85,660.0,0,8 years,RENT,Verified,CA,34000,2011
False,24000.0,60 months,21.67,F3,18.02,665.0,0,10+ years,MORTGAGE,Verified,VA,98000,2011
False,20000.0,36 months,12.42,B4,26.4,725.0,0,6 years,RENT,Source Verified,MA,100000,2011
False,12300.0,60 months,19.91,E4,24.91,665.0,0,6 years,MORTGAGE,Verified,MN,41000,2011
False,11000.0,36 months,13.49,C1,11.02,670.0,0,10+ years,RENT,Verified,NJ,50000,2011
False,18950.0,60 months,19.03,E2,13.99,695.0,0,3 years,MORTGAGE,Verified,CO,49500,2011
False,12000.0,36 months,11.71,B3,13.37,710.0,0,10+ years,RENT,Not Verified,CT,35000,2011
False,20000.0,36 months,11.71,B3,15.98,700.0,0,2 years,OWN,Verified,NC,50000,2011
True,12000.0,36 months,14.27,C2,13.71,665.0,0,< 1 year,RENT,Source Verified,TX,159500,2011
False,7200.0,36 months,17.58,D4,8.64,660.0,0,10+ years,RENT,Not Verified,FL,56000,2011
False,33950.0,36 months,7.9,A4,24.71,755.0,0,7 years,MORTGAGE,Verified,NC,91000,2011
False,13000.0,60 months,15.96,C5,8.27,695.0,0,4 years,MORTGAGE,Source Verified,NJ,85000,2011
False,12600.0,60 months,16.77,D2,20.22,685.0,0,2 years,RENT,Not Verified,WA,41000,2011
False,15000.0,36 months,11.71,B3,15.56,705.0,0,< 1 year,RENT,Source Verified,NY,60000,2011
False,4250.0,36 months,12.69,B5,9.26,695.0,0,7 years,RENT,Not Verified,NY,50000,2011
False,7000.0,36 months,9.91,B1,5.01,695.0,0,5 years,RENT,Not Verified,AZ,62000,2011
False,1500.0,36 months,15.96,C5,19.63,665.0,0,10+ years,MORTGAGE,Source Verified,CA,97000,2011
False,25000.0,36 months,7.9,A4,0.0,815.0,0,10+ years,MORTGAGE,Source Verified,MA,200000,2011
False,15600.0,60 months,20.3,E5,18.9,690.0,0,5 years,RENT,Source Verified,AZ,85000,2011
False,21000.0,60 months,18.64,E1,13.57,685.0,0,10+ years,RENT,Source Verified,CA,110000,2011
False,20000.0,60 months,12.69,B5,15.53,760.0,0,7 years,RENT,Source Verified,CA,65918,2011
True,20000.0,60 months,13.49,C1,20.62,720.0,0,3 years,MORTGAGE,Source Verified,CA,55000,2011
False,12000.0,36 months,8.9,A5,16.03,715.0,0,5 years,RENT,Not Verified,TX,42900,2011
False,10000.0,36 months,12.69,B5,10.16,700.0,0,10+ years,RENT,Not Verified,CA,51000,2011
False,5800.0,60 months,19.03,E2,17.44,665.0,0,10+ years,MORTGAGE,Verified,CA,51300,2011
False,2400.0,36 months,12.42,B4,16.4,690.0,0,3 years,RENT,Not Verified,NY,45000,2011
False,28100.0,60 months,14.65,C3,24.16,720.0,0,9 years,RENT,Verified,PA,60000,2011
False,4500.0,36 months,6.62,A2,15.77,740.0,0,10+ years,MORTGAGE,Not Verified,MI,72000,2011
False,4800.0,36 months,10.65,B2,11.82,700.0,0,1 year,RENT,Not Verified,MO,26000,2011
False,18000.0,36 months,10.65,B2,10.64,715.0,0,9 years,RENT,Verified,CA,77000,2011
False,25000.0,36 months,7.51,A3,15.48,755.0,0,10+ years,MORTGAGE,Verified,NJ,56900,2011
False,18000.0,36 months,7.9,A4,2.69,745.0,0,2 years,MORTGAGE,Not Verified,CA,140000,2011
False,6000.0,36 months,15.96,C5,4.15,660.0,0,4 years,RENT,Not Verified,NY,72000,2011
True,35000.0,60 months,22.35,F5,12.95,665.0,0,10+ years,RENT,Verified,CA,143000,2011
False,27000.0,36 months,13.49,C1,19.59,725.0,0,5 years,RENT,Verified,CA,83000,2011
False,3000.0,36 months,9.91,B1,8.0,700.0,0,10+ years,RENT,Not Verified,CA,45600,2011
False,10000.0,36 months,10.65,B2,24.19,700.0,0,1 year,RENT,Verified,CA,68000,2011
False,10125.0,36 months,14.65,C3,8.13,690.0,0,4 years,RENT,Source Verified,NY,70000,2011
False,8000.0,36 months,12.42,B4,24.92,685.0,0,8 years,MORTGAGE,Verified,MO,47000,2011
False,10000.0,36 months,9.91,B1,7.63,705.0,0,6 years,RENT,Not Verified,MO,45000,2011
False,35000.0,60 months,14.27,C2,1.99,745.0,0,< 1 year,RENT,Verified,CA,121000,2011
False,21600.0,60 months,21.67,F3,12.49,665.0,0,7 years,MORTGAGE,Verified,GA,82900,2011
False,12000.0,36 months,10.65,B2,11.88,730.0,0,3 years,RENT,Not Verified,NY,110000,2011
False,6000.0,36 months,15.27,C4,23.29,660.0,0,10+ years,RENT,Not Verified,NJ,49000,2011
False,14000.0,36 months,16.29,D1,12.26,685.0,0,6 years,OWN,Source Verified,CA,70000,2011
False,8000.0,36 months,14.27,C2,19.34,680.0,0,< 1 year,RENT,Source Verified,CA,50000,2011
False,8000.0,36 months,12.69,B5,10.55,695.0,0,5 years,MORTGAGE,Source Verified,FL,38000,2011
False,21000.0,36 months,8.9,A5,2.94,770.0,0,5 years,RENT,Source Verified,AZ,125000,2011
True,22000.0,60 months,11.71,B3,18.45,755.0,0,10+ years,MORTGAGE,Verified,TX,70000,2011
False,6000.0,36 months,15.96,C5,18.25,660.0,0,2 years,RENT,Source Verified,FL,28800,2011
False,15000.0,36 months,17.58,D4,6.91,660.0,0,1 year,RENT,Verified,CA,130000,2011
False,5200.0,36 months,11.71,B3,5.58,695.0,0,4 years,RENT,Source Verified,FL,54000,2011
False,17500.0,36 months,7.9,A4,11.43,780.0,0,10+ years,MORTGAGE,Source Verified,FL,40000,2011
False,6400.0,36 months,11.71,B3,15.84,680.0,0,2 years,RENT,Source Verified,CA,50000,2011
False,3825.0,36 months,10.65,B2,9.65,730.0,0,3 years,MORTGAGE,Not Verified,WA,22000,2011
False,21000.0,36 months,7.9,A4,13.6,745.0,0,3 years,OWN,Source Verified,MA,60000,2011
False,14000.0,36 months,12.42,B4,19.8,700.0,0,9 years,MORTGAGE,Verified,AK,72000,2011
False,18950.0,36 months,10.65,B2,18.94,715.0,0,10+ years,RENT,Source Verified,WA,50000,2011
False,3000.0,36 months,9.91,B1,8.19,745.0,0,6 years,OWN,Source Verified,NC,40000,2011
True,2400.0,36 months,12.69,B5,15.28,680.0,0,5 years,OWN,Not Verified,TX,48000,2011
False,6000.0,36 months,12.69,B5,18.06,680.0,0,5 years,OWN,Source Verified,NY,75000,2011
False,16000.0,60 months,18.64,E1,10.77,675.0,1,5 years,MORTGAGE,Verified,GA,115000,2011
False,18000.0,36 months,12.42,B4,7.4,720.0,0,10+ years,RENT,Not Verified,NY,90000,2011
False,10000.0,36 months,16.29,D1,14.11,680.0,0,5 years,RENT,Source Verified,WI,25000,2011
False,2125.0,36 months,15.27,C4,14.95,690.0,0,6 years,RENT,Source Verified,NM,35000,2011
True,7500.0,36 months,7.9,A4,29.29,720.0,0,5 years,RENT,Not Verified,MO,34000,2011
False,10000.0,36 months,6.62,A2,2.59,760.0,0,4 years,MORTGAGE,Source Verified,FL,80000,2011
False,25000.0,36 months,13.49,C1,10.78,710.0,0,2 years,RENT,Source Verified,MA,250000,2011
False,16000.0,36 months,9.91,B1,14.46,730.0,0,10+ years,RENT,Source Verified,NJ,40000,2011
False,20000.0,36 months,7.9,A4,21.42,755.0,0,7 years,MORTGAGE,Verified,TX,60000,2011
False,3600.0,36 months,14.27,C2,2.89,680.0,0,10+ years,RENT,Source Verified,NY,106000,2011
False,20000.0,60 months,18.25,D5,0.07,710.0,0,5 years,RENT,Source Verified,NJ,99996,2011
False,10000.0,60 months,18.64,E1,12.19,700.0,0,4 years,RENT,Source Verified,CA,81600,2011
False,8000.0,36 months,11.71,B3,15.74,690.0,0,1 year,RENT,Not Verified,CT,25000,2011
False,4000.0,36 months,8.9,A5,19.18,720.0,0,1 year,MORTGAGE,Source Verified,NC,15456,2011
True,18800.0,60 months,18.25,D5,16.15,705.0,0,1 year,RENT,Not Verified,OR,46000,2011
False,14000.0,36 months,12.42,B4,14.57,700.0,0,4 years,RENT,Verified,CA,84000,2011
False,16775.0,36 months,14.27,C2,12.42,690.0,0,4 years,MORTGAGE,Source Verified,IL,140000,2011
False,6325.0,36 months,8.9,A5,22.94,715.0,0,3 years,RENT,Verified,CA,25000,2011
False,13225.0,36 months,13.49,C1,22.53,685.0,0,5 years,RENT,Verified,CA,35000,2011
False,10000.0,36 months,14.65,C3,12.08,675.0,0,2 years,RENT,Verified,IL,31000,2011
False,13500.0,36 months,8.9,A5,3.16,715.0,1,5 years,RENT,Not Verified,AZ,100000,2011
False,12000.0,60 months,12.69,B5,17.62,705.0,0,3 years,OWN,Source Verified,HI,60000,2011
False,15000.0,60 months,7.9,A4,7.39,775.0,0,10+ years,MORTGAGE,Verified,NH,45000,2011
True,20200.0,60 months,21.28,F2,16.87,675.0,0,10+ years,RENT,Verified,FL,59670,2011
True,20000.0,36 months,14.27,C2,14.69,695.0,0,10+ years,RENT,Source Verified,WI,95000,2011
False,12000.0,36 months,13.49,C1,20.56,685.0,0,1 year,RENT,Not Verified,TX,112000,2011
False,10600.0,60 months,6.0,C2,28.78,720.0,0,10+ years,MORTGAGE,Not Verified,PA,54000,2011
False,13475.0,36 months,10.65,B2,22.83,700.0,0,6 years,RENT,Not Verified,UT,35000,2011
False,4000.0,36 months,9.91,B1,21.02,710.0,0,10+ years,RENT,Verified,UT,48000,2011
True,7500.0,36 months,16.29,D1,16.67,665.0,0,5 years,OWN,Not Verified,NC,67000,2011
True,21000.0,60 months,19.42,E3,11.26,700.0,0,1 year,MORTGAGE,Verified,FL,42000,2011
False,9600.0,60 months,17.27,D3,12.9,695.0,0,10+ years,RENT,Verified,NY,40000,2011
False,10000.0,36 months,7.51,A3,26.34,745.0,0,10+ years,RENT,Source Verified,AL,75000,2011
False,3725.0,36 months,12.69,B5,18.72,680.0,0,8 years,MORTGAGE,Source Verified,VA,27302,2011
True,19425.0,60 months,20.89,F1,21.19,665.0,0,10+ years,MORTGAGE,Verified,TX,46500,2011
False,25900.0,60 months,16.77,D2,22.94,715.0,0,10+ years,RENT,Verified,IL,62000,2011
True,30000.0,60 months,21.67,F3,1.19,700.0,1,6 years,MORTGAGE,Source Verified,CA,100000,2011
False,13000.0,60 months,19.42,E3,9.82,670.0,0,< 1 year,RENT,Source Verified,MN,37500,2011
True,15600.0,60 months,14.65,C3,22.33,725.0,0,5 years,OWN,Source Verified,VA,48575,2011
False,20000.0,36 months,12.69,B5,19.3,705.0,0,7 years,MORTGAGE,Verified,CA,64049,2011
False,10000.0,36 months,9.91,B1,8.22,725.0,0,10+ years,RENT,Verified,CA,107000,2011
True,8000.0,36 months,14.65,C3,22.28,680.0,0,10+ years,RENT,Source Verified,NC,72000,2011
False,12000.0,60 months,11.71,B3,13.49,725.0,0,5 years,RENT,Verified,FL,25000,2011
False,12000.0,36 months,9.91,B1,6.05,710.0,0,5 years,MORTGAGE,Source Verified,MO,97000,2011
False,4000.0,36 months,12.42,B4,11.37,680.0,0,4 years,RENT,Source Verified,CA,42000,2011
False,9750.0,60 months,20.3,E5,15.94,680.0,0,< 1 year,RENT,Source Verified,OH,60000,2011
False,24000.0,36 months,7.51,A3,3.46,775.0,0,4 years,MORTGAGE,Verified,GA,86000,2011
False,35000.0,60 months,19.91,E4,16.07,695.0,0,< 1 year,MORTGAGE,Verified,OK,132500,2011
False,3125.0,60 months,16.77,D2,9.56,685.0,0,10+ years,MORTGAGE,Source Verified,CA,135000,2011
False,12000.0,36 months,11.71,B3,11.86,695.0,0,10+ years,MORTGAGE,Verified,CA,140000,2011
False,17500.0,36 months,8.9,A5,7.01,740.0,0,9 years,OWN,Verified,AR,84000,2011
False,6000.0,36 months,11.71,B3,13.21,695.0,0,10+ years,MORTGAGE,Source Verified,TX,90000,2011
False,15000.0,60 months,13.49,C1,11.4,720.0,0,3 years,MORTGAGE,Not Verified,GA,38000,2011
False,28000.0,60 months,18.64,E1,23.15,700.0,0,< 1 year,RENT,Verified,MA,129000,2011
False,30000.0,36 months,7.9,A4,0.34,810.0,0,10+ years,RENT,Verified,MA,161000,2011
False,28000.0,60 months,18.25,D5,10.84,705.0,0,1 year,MORTGAGE,Source Verified,NC,157000,2011
False,23800.0,36 months,12.42,B4,13.54,710.0,0,6 years,MORTGAGE,Verified,OH,47600,2011
False,17000.0,36 months,6.03,A1,15.58,770.0,0,3 years,MORTGAGE,Not Verified,AR,50000,2011
True,18000.0,60 months,15.27,C4,22.08,720.0,0,8 years,RENT,Verified,FL,50000,2011
False,13500.0,60 months,12.42,B4,9.05,720.0,0,< 1 year,MORTGAGE,Source Verified,CO,57840,2011
False,24000.0,36 months,9.91,B1,14.88,730.0,0,4 years,MORTGAGE,Verified,CA,75000,2011
False,3600.0,36 months,7.51,A3,9.54,725.0,0,1 year,RENT,Not Verified,OH,85000,2011
False,15000.0,36 months,16.29,D1,20.88,670.0,1,10+ years,MORTGAGE,Verified,OK,50000,2011
False,1000.0,36 months,13.49,C1,23.89,665.0,0,7 years,MORTGAGE,Source Verified,CA,53200,2011
True,30000.0,60 months,23.52,G3,8.54,670.0,0,3 years,RENT,Verified,DC,110000,2011
False,3600.0,36 months,13.49,C1,22.97,675.0,0,3 years,RENT,Not Verified,NY,36000,2011
False,15500.0,60 months,10.65,B2,8.92,765.0,0,9 years,MORTGAGE,Source Verified,FL,56510,2011
False,14000.0,36 months,17.58,D4,13.65,660.0,0,1 year,RENT,Verified,IL,40000,2011
False,6400.0,36 months,13.49,C1,8.48,670.0,0,< 1 year,RENT,Not Verified,WI,29000,2011
False,3600.0,36 months,6.62,A2,10.11,745.0,0,5 years,MORTGAGE,Source Verified,KY,45000,2011
False,14000.0,36 months,6.62,A2,1.19,780.0,0,2 years,RENT,Verified,NJ,115000,2011
False,4025.0,36 months,9.91,B1,16.99,710.0,0,1 year,RENT,Not Verified,CO,25000,2011
False,2600.0,36 months,12.69,B5,1.25,705.0,0,1 year,RENT,Source Verified,OH,9600,2011
False,16500.0,36 months,8.9,A5,12.3,735.0,0,10+ years,OWN,Source Verified,NJ,32968,2011
False,15000.0,60 months,13.49,C1,13.21,730.0,0,4 years,MORTGAGE,Source Verified,NJ,96000,2011
True,8875.0,36 months,8.9,A5,18.16,715.0,0,2 years,RENT,Not Verified,NY,23000,2011
True,30000.0,60 months,18.64,E1,23.0,720.0,0,10+ years,OWN,Verified,NJ,61000,2011
False,23000.0,60 months,20.3,E5,8.35,675.0,0,10+ years,MORTGAGE,Verified,IL,120000,2011
False,11100.0,36 months,16.77,D2,14.55,660.0,0,5 years,MORTGAGE,Not Verified,NJ,55000,2011
False,12000.0,36 months,9.91,B1,13.59,705.0,0,< 1 year,RENT,Source Verified,MA,40000,2011
True,8900.0,60 months,18.64,E1,11.89,675.0,0,6 years,OWN,Verified,CA,77000,2011
False,12000.0,60 months,11.71,B3,11.81,730.0,0,10+ years,MORTGAGE,Not Verified,MA,120000,2011
False,3000.0,36 months,7.51,A3,17.68,755.0,0,2 years,RENT,Not Verified,NY,15000,2011
False,5600.0,36 months,7.9,A4,2.93,750.0,0,3 years,RENT,Source Verified,NC,32000,2011
False,12000.0,60 months,17.27,D3,23.33,685.0,0,6 years,RENT,Verified,CA,43000,2011
False,12000.0,36 months,11.71,B3,21.92,690.0,0,< 1 year,RENT,Not Verified,CA,60000,2011
False,25000.0,60 months,15.96,C5,13.36,730.0,0,5 years,MORTGAGE,Verified,AZ,113000,2011
True,12000.0,36 months,9.91,B1,8.97,725.0,0,10+ years,MORTGAGE,Not Verified,FL,87000,2011
False,35000.0,60 months,21.67,F3,15.31,670.0,0,4 years,MORTGAGE,Verified,CA,165000,2011
True,10000.0,36 months,12.69,B5,10.35,695.0,1,10+ years,RENT,Source Verified,IL,62000,2011
False,21600.0,60 months,20.3,E5,13.37,665.0,0,10+ years,OWN,Verified,MD,72800,2011
False,6000.0,36 months,9.91,B1,22.99,695.0,0,6 years,RENT,Not Verified,NC,62000,2011
False,15000.0,60 months,18.25,D5,8.71,710.0,0,2 years,RENT,Source Verified,CA,281000,2011
True,35000.0,60 months,20.3,E5,19.28,685.0,0,10+ years,RENT,Verified,NJ,75000,2011
False,14400.0,60 months,20.3,E5,14.2,675.0,0,< 1 year,RENT,Source Verified,CT,77500,2011
False,10500.0,36 months,12.69,B5,10.76,685.0,0,10+ years,RENT,Source Verified,CA,75600,2011
True,9000.0,36 months,11.71,B3,19.22,685.0,0,1 year,RENT,Not Verified,CA,51000,2011
False,10900.0,36 months,12.42,B4,8.05,715.0,0,6 years,RENT,Verified,NJ,55000,2011
False,17600.0,36 months,12.42,B4,22.35,715.0,0,1 year,OWN,Source Verified,FL,140000,2011
True,1800.0,36 months,13.49,C1,10.56,705.0,0,7 years,RENT,Not Verified,CA,40000,2011
True,14000.0,60 months,18.64,E1,23.35,685.0,1,< 1 year,MORTGAGE,Verified,AR,63000,2011
False,6000.0,36 months,7.9,A4,27.78,720.0,0,7 years,RENT,Verified,NY,46443,2011
False,6500.0,36 months,6.03,A1,2.94,770.0,0,4 years,MORTGAGE,Source Verified,VA,61650,2011
False,10000.0,36 months,16.29,D1,13.58,665.0,0,4 years,RENT,Source Verified,MN,45500,2011
False,8000.0,36 months,9.91,B1,18.24,710.0,0,4 years,MORTGAGE,Not Verified,FL,35000,2011
True,2800.0,36 months,16.29,D1,3.94,665.0,0,2 years,RENT,Source Verified,WA,43200,2011
False,35000.0,60 months,17.27,D3,22.75,720.0,0,4 years,RENT,Verified,WV,97000,2011
False,12000.0,60 months,11.71,B3,8.59,725.0,1,< 1 year,MORTGAGE,Source Verified,TX,125000,2011
True,8000.0,36 months,13.49,C1,7.62,685.0,0,< 1 year,RENT,Verified,GA,23000,2011
True,14825.0,60 months,23.52,G3,23.68,660.0,0,1 year,RENT,Source Verified,FL,45600,2011
True,6100.0,36 months,18.64,E1,12.67,660.0,0,7 years,OWN,Verified,CA,70000,2011
False,17000.0,36 months,15.96,C5,15.24,705.0,0,10+ years,RENT,Source Verified,CA,60000,2011
False,16000.0,60 months,15.96,C5,16.13,710.0,0,10+ years,MORTGAGE,Source Verified,VA,64000,2011
False,1500.0,36 months,6.03,A1,22.05,785.0,0,6 years,MORTGAGE,Not Verified,MN,24000,2011
False,6500.0,36 months,7.51,A3,9.67,735.0,0,6 years,RENT,Not Verified,CA,80000,2011
False,5500.0,60 months,14.65,C3,8.89,730.0,0,9 years,MORTGAGE,Source Verified,NC,107000,2011
False,11000.0,36 months,16.29,D1,19.09,665.0,0,3 years,RENT,Source Verified,IL,52000,2011
False,3000.0,36 months,9.91,B1,7.19,700.0,0,10+ years,MORTGAGE,Not Verified,NC,83000,2011
False,12000.0,60 months,14.65,C3,18.67,710.0,0,6 years,MORTGAGE,Source Verified,NJ,43700,2011
False,29700.0,60 months,11.71,B3,16.04,750.0,0,10+ years,MORTGAGE,Verified,CA,57000,2011
False,6500.0,36 months,7.51,A3,7.5,720.0,0,7 years,RENT,Not Verified,CA,28000,2011
False,2800.0,36 months,6.03,A1,15.23,800.0,0,7 years,MORTGAGE,Not Verified,NY,55000,2011
False,10000.0,36 months,6.03,A1,4.97,810.0,0,1 year,RENT,Source Verified,GA,50000,2011
False,30000.0,60 months,20.3,E5,13.96,690.0,0,5 years,MORTGAGE,Verified,NY,82000,2011
False,8000.0,36 months,6.62,A2,5.83,745.0,0,3 years,MORTGAGE,Not Verified,AL,50000,2011
True,12000.0,60 months,18.64,E1,13.91,665.0,0,10+ years,RENT,Verified,VA,61234,2011
False,9000.0,36 months,7.51,A3,21.11,725.0,0,3 years,RENT,Source Verified,HI,57240,2011
False,3000.0,36 months,20.3,E5,20.04,665.0,0,2 years,RENT,Not Verified,TX,43000,2011
False,7925.0,36 months,15.27,C4,23.6,670.0,0,4 years,RENT,Not Verified,OH,30000,2011
True,18000.0,60 months,14.27,C2,13.67,735.0,0,8 years,RENT,Verified,CA,36000,2011
True,24575.0,60 months,20.89,F1,22.99,680.0,0,5 years,RENT,Verified,NY,54600,2011
False,15000.0,60 months,15.27,C4,15.2,715.0,0,9 years,RENT,Verified,NY,85000,2011
False,15000.0,60 months,17.58,D4,23.32,690.0,0,7 years,RENT,Not Verified,WI,63200,2011
False,12000.0,36 months,6.62,A2,17.83,735.0,0,9 years,MORTGAGE,Source Verified,CA,105000,2011
False,15000.0,36 months,14.65,C3,9.98,685.0,0,7 years,MORTGAGE,Verified,FL,70000,2011
False,6400.0,36 months,11.71,B3,19.78,685.0,0,3 years,RENT,Not Verified,OR,62502,2011
False,4000.0,36 months,6.03,A1,2.71,755.0,0,10+ years,MORTGAGE,Not Verified,TX,115000,2011
False,14950.0,36 months,9.91,B1,19.78,725.0,0,10+ years,MORTGAGE,Not Verified,SD,75000,2011
False,16000.0,36 months,7.9,A4,18.68,745.0,0,2 years,RENT,Verified,GA,53000,2011
False,2500.0,36 months,12.69,B5,17.74,680.0,0,10+ years,MORTGAGE,Not Verified,VA,60000,2011
False,12000.0,60 months,14.65,C3,12.78,705.0,0,4 years,RENT,Not Verified,TX,40000,2011
False,15000.0,36 months,12.69,B5,15.45,705.0,0,3 years,MORTGAGE,Verified,FL,73000,2011
False,1000.0,36 months,14.65,C3,16.66,670.0,0,7 years,OWN,Not Verified,CT,56000,2011
False,1200.0,36 months,13.49,C1,12.38,685.0,0,5 years,MORTGAGE,Source Verified,MD,110000,2011
False,16000.0,36 months,19.91,E4,4.69,665.0,0,2 years,RENT,Source Verified,FL,45000,2011
False,4000.0,36 months,11.71,B3,9.02,685.0,0,4 years,OWN,Not Verified,OH,40452,2011
False,9450.0,60 months,22.06,F4,16.51,665.0,0,2 years,MORTGAGE,Verified,FL,70000,2011
